contributions,title,review,
10,Best Hotel I've stayed at here!!,"We have two adult ""kids"" living in the city so we visit with some frequency. Usually I pick a hotel based on price and location. I picked this hotel because it was in the right spot and was priced the best but no- it wasn't ""cheap"" This was money WELL SPENT and we will definitely be back. Great welcome| great room| spacious and well appointed. Complimentary wine and cheese in the evening and breakfast in the morning. Smiles everywhere and fantastic service. Gabriella in the bar was also at breakfast and we LOVED her! Book this place the next NYC weekend- you will not regret it!",
8,Perfect NY City Accommodation,The Giraffe is a centrally located hotel on E26th Street and Park Avenue.  The hotel is best characterised by the warm| efficient and friendly staff| well appointed rooms and proximity to the subway. Nothing was too much trouble for the staff| who seem to genuinely enjoy helping guests with their hotel and NYC tips. The hotel is clean| the rooms relatively spacious and the early evening drinks and canapés are a lovely touch.  A highly recommended hotel to stay in.,
1,Was surprised to find workmen outside my balcony upon walking in the morning,I have stayed in this hotel before and the staff and property are generally excellent. But paying a total of $641 for one night| and having to avoid construction workers outside my windowed door to balcony while showering and dressed in the morning seems not right. Surely such a situation warranted at least a warning| and a discount.,
17,Just Perfect - I wouldn't stay anywhere else,My husband and I and our best friends (all from Sydney) stayed at Hotel Giraffe and I think I can confidently speak for the four of us in stating that we feel very fortunate to have experienced such a fabulous hotel.  We were visiting NYC to celebrate my husband's birthday.  All the staff were wonderful and they couldn't have been more helpful and friendly.  From the moment we checked in until we sadly check out they never let us down.  Their professionalism is outstanding.    We started our day with a really good breakfast which is something that a lot of NYC hotels don't offer.   At the end of a busy day of sightseeing we were welcomed with happy hour consisting of lovely wines with a tasty selection of cheese and biscuits.  What a lovely way to relax after busy day.  Our room…,
144,Great time ,As always another wonderful stay. It is our home away from home. Great comfort with the happy hour and breakfast. The servers at breakfast and happy hour always get to know you. Becomes family. Rooms are comfortable. Clean and quiet. Great location.  ,
1,Cosy hotel,Really cosy hotel and very kind staff. The environment makes you feel at home. Good beds| clean rooms| healthy breakfast| very good service. Nice location with smoothie bar| swedish café and Mc Donalds at the same street. Great italian restaurant at the hotel.,
21,Excellent choice in NYC,Lovely hotel. Rooms are exceptional| nice breakfast and cocktail hour. Great service. Can't be beat in the city that never sleeps! 1 pm checkout later than most and very helpful.  God location near public transportation but less hectic area.,
168,Excellent stay,"Rooms are lovely and well appointed. The rooms are also very clean with comfortable beds. It's New York City| so we expect street noise| but we heard very little. The hotel must have good windows that block a lot of the sound. We loved the free breakfast. We also liked that hotel staff remembered us as returning guests. Upon arrival| the first greeting we received was from the bellman| who said ""Welcome back!"" It was nice to be remembered. The Hotel Giraffe took good care of us and we would definitely stay here again. ",
5,Quality boutique hotel in a good location for exploring Manhattan,We stayed for 4 nights and found everything to our satisfaction.  May be on the pricey side for some but you are paying for a quality hotel experience that includes a varied breakfast ensemble| 'nibbles' and drinks from 5PM to 8PM and a good sized comfortable and very clean room.  Staff are friendly and very helpful.  Could not find anything to fault in the service or the quality of the facilities.,
7,Excellent Choice,The service is perfect| the people is very friendly and helpful| the rooms are good| very cleans and also the bathrooms. All this| with a very good location| free internet and breakfast.  The rooftop is great and the wine and cheese in the afternoon are always welcome,
76,ALways easy,The Giraffe is our go to place to stay in NYC.  We book our friends there as well.  A nice intimate size hotel (88 rooms)| a great staff that gives very personal service| a good location and comfortable rooms.  The nice continental breakfast and happy hour are added bonuses.  A good value.,
1,Great Spot !,Been here probably 10 times...always love it| superb service and great / calming ambience. The rooms are always immaculate and the complimentary AM coffee / breakfast service + the wine /  cheese service every evening are wonderful touches,
33,Great boutique hotel,Returning to the Giraffe after trying some other hotels I felt like I had come home. It is the extras that make you feel like you are in a chic boutique hotel in Europe| such as the complimentary breakfast and the complimentary evening wine and cheese. The rooms are spacious and comfortable. Moreover| the area around the hotel just gets better and better| with the opening of some excellent new restaurants in the area (Uplands is right across the street.),
2,179,Loved it,Everything one needs in the lovely Grammercy area.  We used it for business and mixed in family too. The location is ideal| the rooms are well kept| the service was excellent.  Free Wi-FI is such a small perk| but appreciated| considering how many 4-5* hotels still charge per day for it on top of higher prices. Very comfortable stay.
1,may at the giraffe,always a great stay.  the front desk staff| especially young Chris| are exceptional.  rooms are great and affordable| suggest a room with a balcony overlooking park ave.  theatre tickets were great| obtained thru the front desk.,
3,Excellent as always,We stay here a few times each year since it is do conveniently located when we visit our family in NYC.  The hotel deserves all of the excellent reviews it receives....it is in an excellent location| the rooms are generously sized| the staff are friendly and genuinely remember us from previous visits and the overall experience is very much like returning to visit close friends.    You could save money by staying at a cookie cutter chain hotel but the rooms will be tiny| you will not receive the extra touches and overall you would not receive the service that is provided here.  ,
39,An Oasis of elegance and excellent service in NYC,Second stay at the Hotel Giraffe and was as wonderful as our first stay. I love everything about the hotel| the decor| service |breakfast| wine and cheese at night| the room was quiet and the hotel is in a perfect location.,
2,Fun in the rain,Our room was spacious and elegant. The front desk people go out of their way to be helpful. The food and coffee machine in the lobby and the homey atmosphere made a very comfortable place to hang out. Zero negatives. We loved it. ,
1,Exquisite,If you want to go on a trip to NY and don't want to endure the insanity known as Times Square| then stay at the Hotel Giraffe.  I've stayed at many hotels in Manhattan and the service| quality of the rooms| and the friendly staff are exquisite.,
103,Enjoyable stay,Enjoyed a couple of nights stay here last month. The hotel is in a very good location with easy access to the main areas of the city. The rooms are of a good size| clean and with a nice little balcony. Every evening cheese and wine is served in reception. Nice touch after a day enjoying the sights.  A continental breakfast of fresh rolls and pastries as well as cold meats and fresh fruit is available in the reception area served by the lovely Gabriella. The staff are very helpful and pleasant. A lovely stay My only negative is that we asked the hotel to arrange a car to pick us up at the airport| unfortunately we had a 3 hour queue to get through passport control and when we did arrive at the hotel the driver wanted 200 more dollars due to having to wait for us. We spoke to the…,
5,Great hotel in an even greater location!,I have stayed at the Hotel Giraffe on a number of occasions and the standard of the hotel has remained the same every time| excellent! The hotel is always clean and extremely comfortable whilst the staff are courteous and very helpful.  Afternoon wine and cheese is a huge bonus between the hours of 5pm and 8pm every day.  The location is perfect with multiple great restaurants within two blocks.  Restaurants to note are Dos Caminos (Mexican a couple of doors down)| Belgian Beer Café (2 blocks away) and Ben & Jacks Steak House (2 blocks up and 2 blocks across).,
132,Perfect mini-break hotel in New York.,My wife and I stayed here for 3 nights at the end of April 2016.  We were thoroughly impressed with everything about this hotel; from the initial check-in (2 mins) through to check-out (20 seconds).  All of the staff were extremely friendly and professional. The room was spacious| well equipped and very comfortable.  Breakfast was of a high quality| and as per virtually every other Review we were impressed with the hospitality shown by Gabriella at the nightly cheese & wine gathering in the lobby. All very pleasant !  It's a well managed| well presented boutique hotel that is centrally located.  What's not to like ? ...... as they say !,
1,Short Stretch at the Giraffe,Very comfortable and spacious room with good amenities. Prefer a deeper bath but at least we didn't trip over the edge! Breakfast arrangements are fantastic and staff service was friendly and helpful. Bread and Tulips is a great restaurant as is Upland over the road and Dos Cominos around the corner. Will certainly recommend this hotel to others.,
12,Wonderful Hotel Stay in New York City,From arriving and feeling jet lagged| we were warmly welcomed by name| our rooms exceeded expectation as usually in NYC you get small pokey rooms| however| these rooms were large and plenty of space| very clean and lovely decor. Every evening there was complimentary wine and snacks| and the morning breakfast included in the room rate was more than plenty with fresh pastries and bagels too. Staff were all very friendly and helpful throughout our stay|  they were very knowledgable about local places and eateries and made bookings for restaurants and attraction painless. The hotel is in a great location near to Soho| Greenwich Village and 5th Ave.   .,
3,Great hotel in New York,Good size rooms which are quiet . Service from everyone was great and always friendly and helpful.There is a good choice at breakfast and we liked the wine and cheese in evening. Good location for getting to sights. Would recommend!,
215,Gem of a hotel in NYC,I am lucky enough to have stayed in many different hotels in New York on business but this time our vacation needs were different. After my husband and I decided to bring our toddler for the first time we looked on Trip Advisor for suitable properties which offered a suite with a door between the bedroom and sitting area. Seems like not a big request but actually most suites we looked up are open plan. After seeing the amazing reviews for Hotel Giraffe we booked a balcony king suite and were not disappointed. The room offered both a generous living and bedroom space with space between the two| and a bathroom with shower head over the bath. We arrived late and were delighted to find a bottle of prosecco chilling in an ice bucket. Not sure if this was because we missed the…,
2,Great hotel - friendly and welcoming,Brilliant location - friendly and welcoming staff - it is great to stay at the boutique Hotel Giraffe rather than one of the big impersonal chains.  Wine and cheese in the early evening was a really nice touch.,
1,Stay here if visiting New York! ,Hotel Giraffe is hands down the best boutique hotel I have stayed at. The staff were very professional and friendly| the rooms a great size and always clean. Each day included a buffet breakfast & happy hour with cheese platters & wine. Very central location also. Thankyou to all the staff for giving us an amazing experience during our stay. We loved NYC & will be back. Danielle,
5,Hotel Giraffe,The rooms are nice.  The service is excellent.  The complementary 5-8 pm wine and cheese is terrific as is the complementary continental breakfast.  It's worth the money.  We've stayed there before and will again in the future.,
17,Jewel of Park Avenue,For some strange reason| this hotel get's overlooked.  I think it's one of the best in New York.  The location is ideal between Flatiron| Nomad| Midtown| East Village| the rooms are spacious| clean and modern| the windows are floor to ceiling offering great light.  I would stay here over the Nomad any day.  This is a real un-discovered Jem,
2,Very good stay,This was my second stay at The Giraffe and I liked it just as much as the first time. The rooms are clean and are of decent size for NYC.  The staff is very friendly and accommodating.  Breakfast is really good and they make great coffee!,
142,Another excellent stay,Having stayed once before and enjoyed the room at the Giraffe | we were looking forward to staying again. We weren't disappointed. The hotel is well located and away from midtown. Times Sq is a twenty minute walk away so not far. We stayed in a suite | which was fantastic. The bed is ultra comfortable. Road noise was acceptable | it's NYC and this is an inevitable issue everywhere . Linens are of the highest quality . Amenities included a music system| Cable Tv etc . Tea and coffee makers are available and drinks are available 24 hrs in the lobby . That also doubles up as the area for the wine reception in the evening . That was great| with a choice of an excellent white | red or prosecco. There are some nice crudités and cheeses available . Breakfast is in same place and again|…,
2,Excellent Hotel,Great hotel in every way.  A little pricey but everything is pricey in NY.  If you are looking for a great hotel in the heart of Manhattan| you won't go wrong staying here.  Beautiful rooms and the service was second to none.,
7,Wonderful hotel!!,This hotel is perfect. Very clean| great customer service. The wine and cheese| fruit| etc. from 5-8 was wonderful. A group of 8 of stayed there for 2 hours chatting| and the bartender made sure our wine glasses were full before she left at 8pm.  Breakfast included cereals| pastries| hardboiled eggs| fruit| and wondeful lattes and cappuccinos.  The room I stayed in was somewhat small| but because it had french doors and a balcony appeared bigger. Great stay!.  Try for a high floor if you are noise sensitive.,
78,Great suite with balcony,Aside from somewhat dated furnishings| this is a great hotel. King suite with balcony is reasonable| very clean| and the entire hotel offers a really nice experience. Wine and cheese hours plus a first class continental breakfast seals the deal.  Location is perfect| a few blocks from the square| a block from the 4/6 train.  You get a lot of comfortable room for a fair price too.  Hope they refurbish and update soon.,
171,Return visit,It was great to be back at the Giraffe - lovely that some of the staff remembered us - made us feel at home straight away. Everything was perfect - we struggled to think of anything that could have been better - so well done the Giraffe . Feel that Gabriela deserves a mention - she does such an excellent job with the cheese and wine ( and breakfast too on the odd occasion) she is certainly an asset for the hotel. Should we be lucky enough to return to NYC we would only book the Giraffe. The location is excellent - reasonably quiet but loads to see and do and a pleasure to return to after a day out exploring the City. we had a king suite which for NY standards was huge and we loved it. ,
453,Second Stay As Good As The First,Stayed here for a week and enjoyed it as much as the first trip.  The lobby with tables and sofas is a great place to get out of your room and get some work done.  All day there is fruit out and cookies as well as coffee| espresso| lattes| cappuccino and tea.  Nice breakfast spread included in there ate and very nice wine and cheese.  Surrounding streets can get noisy and car alarms go off and it would be nice if the windows were thicker to keep out the noise but I have found this lacking at much more expensive hotels and at this price point one really can't expect it.  Best I have found on my numerous trips to NYC for the money.  Will return.  Also Forcella a few doors down on Park Ave South has good food at decent prices.  Sit at the bar as the table service has never been…,
94,Excellent Choice,Wonderfull boutique hotel located in an excellent area.  Close to subway entrance| friendly staff| comfortable  breakfast in the lounge and a convenient Italian restaurant downstairs. Highly recommended.,
12,Great stay,Lovely little hotel| fantastic location| amazing service from extremely friendly & helpful staff. The continental breakfast was fresh and tasty. Wine & cheese reception was a highlight! Rooms are a good size and spotlessy clean.We decided to pay a bit more than usual to get a decent hotel and so glad we did. Only things that would make better would be a bar for a night cap. ,
1,Recent stay,Stayed recently in this hotel and found to to be excellent. The staff were really friendly and helpful| rooms spacious and spotless and a fantastic location. I loved the complimentary breakfast and the wine and cheese every evening. Rebooked for my next trip!,
2,Great stay for my parents at the Hotel Giraffe,I got my parents a two nights stay in NY as a present| once I ran out of Stace to have them in my apartment due to renovations. Not knowing much about hotels in NYC| I shopped around the area where I work| and despite seeing a couple of good.options| the giraffe hotel caught my attention due to its light| contemporary design and great location. It was certainly a great choice ! The price included a great breakfast and complimentary snacks all day| plus wine and cheese tasting everyday. The room they were put in was magnificent| so I really have only great recommendations about the hotel and it's staff.,
69,Well placed hotel with excellent facilities and staff,Hotel is well placed in mid town Manhattan easy access to line 4|5|6| at 23rd or 28th St and easy walk to key midtown sights. Rooms are spacious| comfortable and well equipped. Breakfast buffet has wide selection of  cereals| bagels pastries and fresh fruit . Beverages on tap 24/7 and the daily cheese and wine reception is not to be missed. All the Staff were always helpful and polite.  This is the 2nd time of visiting the hotel and having just returned I am looking forward to a return trip sometime. Was so busy this trip we did not get a  chance to try out roof top terrace.,
10,Perfect Family Boutique Hotel!,Hotel Giraffe really exceeded our expectations.  The rooms were spacious enough for my wife and two young boys and the beds super comfortable.  We loved the nightly wine and cheese in te lobby.  We picked this hotel based on their high ratings and I must say it lived up to the high ratings we saw on this web site.  ,
34,A good hotel,We had a pleasant stay in the Giraffe. Clean and tidy with friendly and professional staff. The maid service was excellent. The hotel had made a booking error which I don't think can happen too often.They dealt with the problem with great courtesy and we enjoyed two pleasant days staying there. Well located for shopping and for NYC in general.,
3,A Gem of a Hotel with a European Vibe,When searching for a hotel for a girls' getaway for me and my 11 year old daughter| I was directed to the Hotel Giraffe when the Hotel Elysee was booked. What a stroke of good luck. Just off 26th Street on Park Avenue South| it is a gem of a hotel with a lovely light-filled lobby (which doubles as a lounge)| spacious rooms| excellent service and a very professional and friendly staff. There is so much to love about this property. Everything was immaculate. The real plus is the hotel serves a fantastic continental breakfast and hosts an afternoon wine (and prosecco) and cheese reception -- all included in the rate. We actually planned our days so we could enjoy everything this charming and luxurious property had to offer. This was our first stay and I love it so much| I booked…,
1,Love the Hotel Giraffe,We've been staying at the Giraffe for years. It is like coming home now when we travel to N.Y. to visit our son who has lived there for ten years. The staff is wonderful| the size of the hotel is perfect| and the amenities are great. ,
140,Very nice but over priced,We stayed here at the end of our holidays.  The room had a balcony which was unusual for New York city hotels| but that was a plus.  There were other 'extras' like fluffy bath robes| water| tea and coffee facilities in the room.  We had a family room and it wasn't that large| but it was comfortable and quiet.  The reception was outstanding| arranged a car and gave us advice about where to eat| they were very efficient.  Breakfast was good| but only a few things of each out at a time due to space restrictions so often you were waiting for the staff to refill things.  It was very nice| but for over $1|000 for 2 nights for the 4 of us seems a bit excessive.,
2,New York adventure,This hotel| the location| the staff and the atmosphere was 1st class from the lovely breakfast to the wine and chees arvos with everything in between our stay was made even more enjoyable. Thanks to all the staff,
69,Short Notice great service,Family emergency brought me to Manhattan. Booked at Giraffe then got in my car and drove five hours. When I arrived they knew me at the desk and welcomed me. Room was ready| clean| comfortable and well appointed. Breakfast was simple but perfect| and the staff at breakfast were incredibly nice.  Happy hour and evening snack was a nice treat.  I will come back again and again when I come to New York!,
2,Excellent hotel,This is an excellent hotel in a very prime| non-touristy area.  The rooms are stylishly furnished| clean and spacious (for NYC!).  Some of the rooms have balconies| which is really nice.  The lobby area is inviting and I really like the complimentary  'happy hour' every evening.  The staff is friendly without being overbearing.  It's my favorite hotel in NYC.,
17,Perfect three nights...,Really cannot fault this wonderful hotel...   Great location| gorgeous balcony suite| staff who were attentive without being overbearing and a really relaxed vibe. The complimentary cheese and wine every evening was a great way to start the night!  Not cheap but worth every penny if you want to treat yourself. We will definitely be back when we visit NY again.  The photos show the view from our balcony...,
28,First Rate,We really liked the location of the property as it is convenient to the subway.  The property is in excellent condition and clearly well cared for.  We had a corner suite overlooking 26th and Park avenue with a small balcony that was perfect for our small family.  The staff really stands out and ranks with the best we have experienced anywhere.  I also appreciated not being nickel and dimed for stuff during our stay.  Wifi is free and we were not charged anything additional for our car despite the fact that we departed 28 hours after we arrived.,
8,Perfect hotel in perfect location,We loved staying here. Location was ideal...close to both uptown and downtown| east side and west. We loved our bright| spacious room| with lots of Windows and fantastic views of Park Ave South. Hotel staff were helpful and friendly and refreshments were available 24/7 in the lobby area. Breakfast was good| too.,
85,Superior Customer Service!,I had multiple conversation with a few of the staff before we even arrived. I was looking to order a cake for my husband's birthday| dinner reservations and room type advice. Each and every one of my concerns were handled meticulous. Every thing was perfect when we arrived. Breakfast was a pleasant surprise. The young ladies that were working the breakfast bar took multitasking to a new level. They were great. The room was clean and comfortable. We ran into the turn down maid when we returned from dinner. She was also very professional| entertaining and just wanted to please us. This is a great hotel and I hope to return again soon. I was very impressed with each and every staff member that we encountered.,
10,Gret location and reasonable price,"The Giraffe was the second hotel we stayed in during our visit to NYC.  The location is great with a Park Avenue South address and the rooms were much more spacious than our previous ""luxury"" hotel.  The staff was more than accommodating and held our bags as we were early checking in again.  The Giraffe seems to cater to the business traveler.  All in all| a very good experience. ",
27,We love this hotel!,We have stayed at many different hotels in New York City and now now exclusively stay here - the rooms are elegant and lovely| the staff welcoming and ever helpful| the location is fantastic- and the afternoon tea/wonderful breakfast just can't be beat! ,
44,A brief but restorative stay,A delayed flight made my stay even shorter than the one night I'd planned--only about 7 hours in all! My room was larger than many NYC hotel rooms and nicely appointed--with big windows and plenty of lamps and light; and the late night tea and cookies really hit the spot. Although I didn't have a chance to sample their evening wine-and- hors d'oeuvres offerings| I did have an ample breakfast| served by their very pleasant and helpful| attentive staff.  My only wish was that the lobby didn't double as the breakfast spot.,
3,Anniversary at the hotel giraffe,After 47 years of marriage we were treated royally at the Hotel Giraffe. The breakfast with sterling service and the all day snacks and tea/ coffee were enjoyed| plus wine And appetizers for 3 hours at night   Love the neighborhood with the Eataly and two parks close by. Times square and the theaters are a straight shot in the subway! Xo,
2,Excellent for families,Staff was super polite| rooms were excellent (1 BR) and very clean.  Breakfast in the morning and wine and cheese in the afternoon were a delight.  Location is great.  I'd recommend this hotel to family and friends - make sure to get a 1 bedroom if you're bringing kids.,
2,Magical place,We had the most wonderful stay. The staff were lovely and the hotel has a fantastic vibe| there's so many lovely little touches that make it a great place to stay. Everyone is so welcoming and helpful and can't do enough to make you feel well looked after. I never wanted to leave!,
1,Always happy to return to the Giraffe.,I have been going to the Giraffe for over 10 years. Small scale hotel| clean| ample rooms with high ceilings and large windows and balconies on a lot of the rooms. Efficient and cordial staff| I have seen the same friendly faces for years. Low key| casual upscale feeling. Love the 5:00 o'clock  free cocktails and munchies in the lounge and the rooftop terrace in the summer season. Love the suites when I can get one.,
3,A gem of a hotel in Manhattan,Spent 10 nights at this hotel and could not rate it higher. From the door person| the conceives| staff serving breakfast| all were just fantastic. It is a smallish hotel with personalised service. Rooms are a spacious size for New York. A bonus is the breakfast included in Tarif| as well as a generous 'happy hour ' with substantial snacks. Being able to make a coffee or tea at any time of day/ night is an added bonus. The lounge area| although small is cosy and extremely comfortable. The rooftop area| although not used | due to the cool weather| would be a fabulous place for a drink at the end of the day. Staff here were friendly| informative and extremely helpful. A great place to stay!,
21,Excellent value for money,Free (great) brekky| free cheese & wine and free wifi (in rooms aswell as the lobby). Absolutely nothing to complain about (except the room decor being slightly outdated| but the bed was really comfortable so who cares !) ,
3,Terrific Hotel| Nice Location,The staff was very friendly.  The room was spacious and comfortable.  The wine and cheese reception was very nice as was the breakfast.  We could walk to everywhere we were interested in visiting in a reasonable amount of time.  We will definitely stay here again.,
43,My favorite NYC hotel,Second time staying at the Hotel Giraffe| and once again| a great experience. Convenient location close to the Flatiron District where there are great restaurants and shops. Easy cab ride to Midtown or West Village. But most important - the staff and service at Hotel Giraffe is what makes this place unlike most other hotels in NYC. Everyone is pleasant - all of the time. Seriously. I know it's a small thing| but every time we arrived or departed| we were either greeted warmly or sent off with best wishes for that day's events. Amenities like the continental breakfast and wine and cheese in the evening are stellar services that also make the experience different from the big chain hotels. The turn down service with chocolate and soft classical music made us smile when we returned…,
24,Fantastic hotel,Stayed here with my friend for 4 nights. Friendly welcome upon arrival| attentive staff. Lewis was great. Room large and had everything. If you had forgotten any toiletries the hotel provided free of charge. Breakfast was ideal way to start your day. The waitresses even served you your coffee and toasted your bread| bagels etc. Tea and coffee with biscuits on tap during the day is perfect for popping back to from your shopping and sight seeing trips. To cap it all there is a cheese and wine event every day between 5 and 8 free to guests and starts your evening off well. There is even a pianist playing to relax you. This is our second visit to New York but our first to this hotel. We would definitely return to this hotel| a little gem in a big city. Friendly staff| clean and…,
27,A great little midtown spot,We don't like 'big' hotels; too generic| no personal touch etc. As such| the Giraffe was a really good find. Small| friendly & with some very nice additional touches such as complimentary breakfast| and cheese & wine every evening. Staff are really pleasant and welcoming - nothing too much trouble. As with all midtown hotels| it isn't quiet at night| but if like us you enjoy 'the sounds of the city'| then no problem (but it is worth requesting a higher floor room).   The rooms themselves are really well-appointed and very well kept. Location is great for walking| cabs and the subway (stations at 24th & 26th).  Absolutely ideal & we will certainly return here for future trips to NYC.,
13,A real gem in New York,Hotel Giraffe is a fantastic place to stay. We are big fans of boutique hotels| which have the intimacy| level of service and personal attention that you rarely find even at the marquee hotels. Discovering this in NYC was a great find on this trip. The staff here is first class. Whoever is hiring this group of people deserves a medal. Anything we needed was taken care of immediately by some of the nicest people I've come across in the hotel industry. The suite was perfect for the three of us. Very nice sized room| very comfortable beds and a nice bath. Great location on Park Ave| S. being walking distance to some word class restaurants. The wifi in the rooms is very good which crucial these days especially if you’re traveling with a teenager! The continental breakfast in the…,
5,Another Great Stay at Hotel Giraffe,We spent 4 nights / 5 days in New York over the Easter weekend.  Having previously stayed at the Giraffe in 2013 we did| very briefly| wonder if we stay elsewhere - but decided that we had such a great time before| why would we go anywhere else !!!!  Hotel Giraffe was as consistently excellent in all aspects as it was previously - the helpful reception staff| great room| and then the added extra's such as the cheese and wine and buffet breakfast.  we had a slight problem with our airport return transfer - which the hotel had booked for us - however this was dealt with appropriately in a professional and prompt manner.  We even bumped into some friends who were in NY for the weekend - where were they staying - Hotel Giraffe !!!   Thank you for another lovely stay - you'll not…,
19,Great location,My husband and I spent 5 days in New York and the Giraffe was the perfect place to stay. Our room was very comfortable and exactly what we needed. Little things like turning the bed down early evening & leaving chocolates was a nice rouch. The cheese and wine early evening sessions was an added bonus. The continental breakfast was extremely good| something for everyone's taste. All the staff were friendly and helpful. We would definitely recommend it and will return next time we come visiting!,
1,Great family break,Loved this hotel! First class service| really helpful staff and the cheese and wine after 5pm was a nice touch after walking the streets all day.......thank you Gabriella for filling my glass so attentively. This was a family holiday and we all enjoyed this hotel immensely. Midtown location was perfect. We like the fact it got straight to the point| no ornate receptions| no gym suites| no big fancy buffet breakfasts (just a very good continental breakfast )| you're just paying for nice rooms and great service. I don't ordinarily do trip advisor but thought on this occasion there was an obligation to the Giraffe staff to mark their service. Eric from Scotland. Social Kitchen hipster restaurant round the corner does great gourmet burgers.,
32,A awesome hotel in a awesome city,Giraffe has got good reviews and High rating and I would give it 6 in rating if possible .   First of all a wonderful| warm and friendly staff| AWESOME. Then there is the hotel| great breakfast| with what You need for a good start of the day. Great big rooms with incredible good beds. Fantastic nice tranquility oasis from the big city. Perfect location on 26:TH East . This is not a big design hotel| Its much more personal| we loved it!  Tip: if You want transfer from the AirPort and would have a good start to a good price use Gary phone: 212-961-6303.  He stand and Wait for You in the arrival area with a sign with Your name. A nice guy You can trust.,
216,Everything is great,This is a smaller boutique hotel| with more friendly personal service than the big chains.  The rooms are well insulated from the noise.  Nicely decorated and clean.  The location is wonderful.  I'll make it a regular stop when I need to be in this part of town.,
1,Great Stay,Staff friendly. Rooms great. Nice continental breakfast. Great location. Would stay here again. Missed the wine and cheese. Hope to catch next time. Easy check in and check out. Very quiet.  Would recommend to others. ,
12,Very nice respite in Gramercy!,"We visited this hotel on the coldest weekend of the year for NYC (Valentine's weekend) but it was well worth getting there.  The hotel staff were welcoming and gracious and gave us a bottle of wine when at 3:05 (check-in was at 3:00) our room wasn't ready.  The drinks and snacks in the lobby were a welcome treat as well as the wine and cheese hour which was generous.  We would have stayed longer at the ""happy hour"" if we had known how plentiful the snacks were that were offered.  The room was a mini-suite and much larger than other NYC hotels we have stayed in.  One of the best parts for us was the free passes to work out at New York Sports Club down the street.  We were on the 4th floor but the hotel is very quiet and relaxing.  We really enjoyed it!",
1,Lovely Hotel| Impeccable Service,Hotel Giraffe and their amazing staff are truly the crème de la crème. The greeting upon arrival was quite pleasant and attentive. J.R. was kind enough to put a rush order to allow us to get into our suite early. The staff in the lobby are very friendly and ready to provide snacks|drinks| even breakfast with a smile. Our King Suite was spacious and very tidy. Kudos to the housekeeping staff for their wonderful service throughout our stay. Turndown service with chocolates by the bed is a sweet touch after a long day in the city. We look forward to returning to this magnificent hotel. A must stay when visiting the city.,
1,Very Nice!,We really loved our stay here. The staff were all very friendly and helpful. The breakfast was simple and nice. The room was very comfortable. To top it off| this was a great part of Manhattan to stay in.,
4,An absolute gem!,We have just returned from a 7 night stay at this hotel and cannot speak highly enough of it!  This hotel is amazing and an ideal base for a stay in New York (28th Street Subway station is opposite the hotel).  I chose this hotel because it offered a complimentary breakfast plus complimentary cheese and wine between 5pm & 8pm.  The breakfast was plentiful with a good choice (cereal| toast| bagels| pastries| fruit) and it was lovely to come back from a long day out to a chilled glass of wine!  The room was clean| the bed comfortable and a range of items are offered to enhance your stay (ear plugs| feather pillows| coffee maker etc).  What makes this hotel so good though are the staff.  They are an absolute delight!  They are friendly and helpful| knowledgeable and nothing is too…,
424,Better than very good| close to OUTSTANDING,A few small errors we shared with management|  in this area of town| SUPER HIOTEL!  A free light breakfast and happy hour(s) are kind of part of the deal (continental breakfast plus wine and cheese nightly). Clean rooms with everything you'd ever need. People who seem to REALLY care.  You will not be disappointed wit a stay here - that is certain.,
54,Home away from home with flair,Upon arriving in January we were greeted by friendly staff who quickly had us checked in and in our room. They made sure we understood the breakfast routine and the wonderful offer of wine and cheese tasting each evening. What an amazing room| plenty of space| beautiful linen and furnishings| a bathroom well supplied with products. Each time we returned to the hotel we could help ourselves to free quality coffee| biscuits| ice water| all part of the price. Breakfast was lovely and fresh| and amazing front of house staff| so friendly and cheerful| always happy to assist with directions and recommendations of how to spend our time. The roof top is another great part of this hotel for a private outdoor space| with lovely music piped in. Just couldn't fault the hospitality of this…,
7,wonderful stay in nyc,the hotel is amazing. The staff have a knack for remembering who you are | and really treat you like family. The complimentary breakfast and the wine and cheese at nighttime is a nice touch. The hotel is amazingly quiet and clean. It really made you feel that you wanted to come home to again  and again . ,
6,Super fun| super cute,"We spent our ""minimoon"" at hotel giraffe this weekend. The facilities are lovely and representative of the pictures online. Everything about out stay was wonderful - hospitality of all staff| convenience of location (if you like the flat iron/union square/east side neighborhoods). Complimentary breakfast and happy hours were a huge bonus. Only thing I noticed that irked me was that| upon booking| the website asked the nature of our visit. There was a checkbox for ""honeymoon"" so I assumed the info would be in our records. When we checked in| I expected the staff to say *anything* indicating that they knew (i even arrived with a giant vase of flowers). I assume they didn't know| because they were extremely helpful| polite| and hospitable otherwise during our entire visit. ",
13,sister get away,booked last minute on hotel tonight| lets start with front desk staff| excellent service and seem so happy and eager to please it was refreshing| as was the door man. I would deff return to this hotel next time in new York.,
1,Giraffe Stands Tall!,Excellent service in a European hotel atmosphere. A staff willing to help and provide top-level service. Excellent food. Nice location| convenient to GCT and Union Square Park. Will definitely stay there again.,
1,Great place to stay in NYC!,Hotel was perfect for our family| the staff was very gracious and accommodating we even left items in the lobby and in our room and they shipped back to our house. We enjoyed the breakfast and happy hour. Everything was clean and neat| and quiet especially in our room with the pull out couch. I have slept on other pull outs in other hotels and this one was more comfortable then most! I would stay here again and recommend to friends.,
